label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
G,0.0,0.0,-0.052966803312301636,-0.19873154163360596,0.004046708345413208,-0.40564489364624023,0.09836781024932861,-0.5804041773080826,0.15472206473350525,-0.7025758624076843,0.2187645435333252,-0.41364678740501404,0.47654402256011963,-0.4548131823539734,0.6200723052024841,-0.4849006235599518,0.7319801449775696,-0.5012074708938599,0.30830520391464233,-0.2916029691696167,0.4216654896736145,-0.2725232243537903,0.33968132734298706,-0.23982882499694824,0.25826576352119446,-0.20991086959838867,0.3466010093688965,-0.1544378399848938,0.4080188274383545,-0.16596180200576782,0.3434014916419983,-0.13172298669815063,0.27373960614204407,-0.09851968288421631,0.3797423839569092,-0.032416582107543945,0.398917019367218,-0.06447422504425049,0.3378021717071533,-0.027948319911956787,0.2827453315258026,0.0014187097549438477
K,0.0,0.0,0.14408200979232788,-0.1388114094734192,0.13792508840560913,-0.33362430334091187,0.04878968000411987,-0.4853549599647522,-0.032872140407562256,-0.6369105577468872,-0.03749430179595947,-0.46326619386672974,0.04524201154708862,-0.5113645792007446,0.09143006801605225,-0.5309449434280396,0.09733963012695312,-0.5903210639953613,-0.19382953643798828,-0.42230233550071716,0.016395211219787598,-0.3840404748916626,0.0849338173866272,-0.25264209508895874,0.031062006950378418,-0.24035358428955078,-0.30440351366996765,-0.3466417193412781,-0.07626655697822571,-0.2814210057258606,-0.016948044300079346,-0.17186963558197021,-0.06680041551589966,-0.15258878469467163,-0.39678648114204407,-0.2475646734237671,-0.1853698194026947,-0.21615970134735107,-0.11940157413482666,-0.13411831855773926,-0.15761712193489075,-0.10866552591323853
K,0.0,0.0,0.14558249711990356,-0.10345542430877686,0.1597898006439209,-0.29993492364883423,0.028395891189575195,-0.45532727241516113,-0.0699622631072998,-0.5695928931236267,0.1364009976387024,-0.408027708530426,0.1298443078994751,-0.6139976978302002,0.15014785528182983,-0.7345420718193054,0.1748582124710083,-0.8308423757553101,-0.019831418991088867,-0.380158007144928,-0.1028258204460144,-0.4832937717437744,-0.1614161729812622,-0.4438219666481018,-0.2018454372882843,-0.43097326159477234,-0.14913886785507202,-0.3168621063232422,-0.2157224416732788,-0.39600276947021484,-0.22146546840667725,-0.3563266396522522,-0.22718700766563416,-0.35943400859832764,-0.2572009861469269,-0.2342214584350586,-0.313733845949173,-0.30426591634750366,-0.2906944155693054,-0.2740720510482788,-0.27313220500946045,-0.26649218797683716
G,0.0,0.0,0.01055818796157837,-0.19238609075546265,-0.0593184232711792,-0.37307316064834595,-0.1586504578590393,-0.5294481515884399,-0.25375616550445557,-0.6304600536823273,-0.2842788100242615,-0.3368266224861145,-0.5376260876655579,-0.34051650762557983,-0.6893961429595947,-0.3492465019226074,-0.7992669641971588,-0.35713207721710205,-0.3437325954437256,-0.21327877044677734,-0.43814221024513245,-0.16973155736923218,-0.3617827296257019,-0.14463472366333008,-0.267922580242157,-0.1332046389579773,-0.36358267068862915,-0.06562161445617676,-0.4106270968914032,-0.0487942099571228,-0.3480038046836853,-0.020538330078125,-0.2748309373855591,-0.01216036081314087,-0.37577641010284424,0.0676354169845581,-0.3857548236846924,0.06249499320983887,-0.3115848898887634,0.08668017387390137,-0.24997973442077637,0.09504538774490356
R,0.0,0.0,0.15125298500061035,-0.06732726097106934,0.2992628216743469,-0.20104974508285522,0.3507760167121887,-0.3152594566345215,0.27202993631362915,-0.346638023853302,0.05514004826545715,-0.41910046339035034,0.07183277606964111,-0.5688638687133789,0.059327393770217896,-0.6880003958940506,0.03314179182052612,-0.786700040102005,-0.06542173027992249,-0.4225447475910187,0.0041144490242004395,-0.609942227602005,0.028950512409210205,-0.7276685833930969,0.023113161325454712,-0.8284218013286591,-0.15670466423034668,-0.3851025104522705,0.08851739764213562,-0.42119231820106506,0.16685432195663452,-0.29180580377578735,0.17209726572036743,-0.206076979637146,-0.2042880654335022,-0.3143744468688965,0.03405815362930298,-0.352533221244812,0.11573415994644165,-0.2773445248603821,0.13494646549224854,-0.21485942602157593
S,0.0,0.0,0.20921891927719116,-0.10549598932266235,0.2946084141731262,-0.29009103775024414,0.3906712532043457,-0.42822521924972534,0.5366162657737732,-0.4921683669090271,0.04230257868766785,-0.5308473110198975,0.1987515687942505,-0.6009551882743835,0.24590301513671875,-0.49069374799728394,0.22457361221313477,-0.40985506772994995,0.0006060004234313965,-0.5506524443626404,0.22418993711471558,-0.6011000573635101,0.25284868478775024,-0.45979905128479004,0.19780021905899048,-0.39188194274902344,-0.027332037687301636,-0.5533373951911926,0.2175695300102234,-0.5885395705699921,0.24243271350860596,-0.44324252009391785,0.18264096975326538,-0.3907753825187683,-0.0415472686290741,-0.5370032042264938,0.18575793504714966,-0.5390322804450989,0.20206797122955322,-0.43213555216789246,0.14031827449798584,-0.3962019383907318
G,0.0,0.0,-0.061731547117233276,-0.19357186555862427,-0.008214175701141357,-0.39230191707611084,0.08057093620300293,-0.5646308362483978,0.14691483974456787,-0.686669260263443,0.20762485265731812,-0.39900457859039307,0.45828115940093994,-0.436037540435791,0.6067171096801758,-0.46267014741897583,0.7194492220878601,-0.4804551601409912,0.2944822907447815,-0.27261072397232056,0.3953038454055786,-0.26509374380111694,0.31587105989456177,-0.2306044101715088,0.23763495683670044,-0.20278006792068481,0.3319990038871765,-0.13665735721588135,0.38914191722869873,-0.15673786401748657,0.32557934522628784,-0.1222575306892395,0.25631165504455566,-0.08912724256515503,0.36276882886886597,-0.015958070755004883,0.3817301392555237,-0.05503183603286743,0.3210524320602417,-0.018820345401763916,0.26619768142700195,0.011797666549682617
S,0.0,0.0,0.16713470220565796,-0.02117443084716797,0.3125377595424652,-0.13636279106140137,0.44231870770454407,-0.23631992936134338,0.581712931394577,-0.2710772454738617,0.2591598927974701,-0.3820393979549408,0.36628612875938416,-0.40291444957256317,0.35877928137779236,-0.3141399621963501,0.31498798727989197,-0.2536833882331848,0.17833498120307922,-0.4205493927001953,0.3211391866207123,-0.4123236984014511,0.2985217869281769,-0.30112993717193604,0.25414833426475525,-0.25629064440727234,0.09439846873283386,-0.4206026792526245,0.2500742971897125,-0.4018866717815399,0.2361041009426117,-0.2944459617137909,0.19408994913101196,-0.2540014088153839,0.0006103813648223877,-0.38536618649959564,0.15458473563194275,-0.3867502063512802,0.18601325154304504,-0.3061647117137909,0.17852243781089783,-0.2647266983985901
P,0.0,0.0,0.15782424807548523,-0.05465495586395264,0.2987959384918213,-0.12663167715072632,0.40938207507133484,-0.18084192276000977,0.5062279999256134,-0.24845421314239502,0.34905028343200684,-0.3115749657154083,0.528872936964035,-0.4137028455734253,0.6455467641353607,-0.5146690309047699,0.7450996339321136,-0.599491536617279,0.2613051235675812,-0.3061180114746094,0.4875930845737457,-0.08379590511322021,0.5753190219402313,0.03170633316040039,0.6481443345546722,0.10578405857086182,0.1843658685684204,-0.2229604721069336,0.34909671545028687,0.008347749710083008,0.2727319598197937,-0.005687594413757324,0.20868125557899475,-0.05405724048614502,0.11303256452083588,-0.11642700433731079,0.2624754011631012,0.06349062919616699,0.21133354306221008,0.06275355815887451,0.15826311707496643,0.021449148654937744
Y,0.0,0.0,-0.16130006313323975,-0.11520040035247803,-0.2647654116153717,-0.3220447301864624,-0.316704660654068,-0.46902891993522644,-0.39005422592163086,-0.552683413028717,-0.0408761203289032,-0.43225598335266113,-0.021634817123413086,-0.5332060158252716,-0.05329057574272156,-0.39440691471099854,-0.0713663101196289,-0.2950584888458252,0.0646926760673523,-0.39700382947921753,0.07993108034133911,-0.4761297404766083,0.022868454456329346,-0.3109983205795288,-0.011887311935424805,-0.20387697219848633,0.15856462717056274,-0.3549653887748718,0.17793172597885132,-0.43138957023620605,0.10173392295837402,-0.27979016304016113,0.05055290460586548,-0.17515063285827637,0.2437598705291748,-0.3117187023162842,0.32383835315704346,-0.4603458344936371,0.3731350302696228,-0.5570309162139893,0.4166148900985718,-0.6549514830112457
G,0.0,0.0,-0.0475446879863739,-0.20269083976745605,0.00719296932220459,-0.41308316588401794,0.1006019115447998,-0.5913461148738861,0.1790744662284851,-0.7047540545463562,0.22626051306724548,-0.42391693592071533,0.4937942624092102,-0.4577324092388153,0.6367462277412415,-0.48717910051345825,0.7485316395759583,-0.5054135918617249,0.3163849413394928,-0.2965547442436218,0.4312087893486023,-0.27609509229660034,0.34592413902282715,-0.24045294523239136,0.2602306008338928,-0.2131085991859436,0.354178249835968,-0.15368270874023438,0.41543930768966675,-0.16259253025054932,0.34520643949508667,-0.12524187564849854,0.2683211863040924,-0.09129607677459717,0.3878384828567505,-0.025190114974975586,0.40389513969421387,-0.0575404167175293,0.33569788932800293,-0.01868915557861328,0.2751496434211731,0.011369705200195312
Y,0.0,0.0,-0.1960463523864746,-0.06691634654998779,-0.35610491037368774,-0.21820449829101562,-0.4494396448135376,-0.34294748306274414,-0.5346776843070984,-0.41777950525283813,-0.1883906126022339,-0.37448474764823914,-0.18200093507766724,-0.4991774559020996,-0.1594538390636444,-0.36603713035583496,-0.1492469608783722,-0.25774848461151123,-0.07241237163543701,-0.3776151239871979,-0.06777262687683105,-0.4799923002719879,-0.056816697120666504,-0.3098166584968567,-0.06135725975036621,-0.18863677978515625,0.026924848556518555,-0.37285053730010986,0.03425377607345581,-0.4610386788845062,0.024427592754364014,-0.300986111164093,0.010042905807495117,-0.18235790729522705,0.12142980098724365,-0.3655920922756195,0.14896702766418457,-0.531525731086731,0.17191118001937866,-0.6412955522537231,0.18837624788284302,-0.7475639879703522
E,0.0,0.0,0.22344648838043213,-0.016914963722229004,0.387831449508667,-0.13201510906219482,0.46825945377349854,-0.24629342555999756,0.43755173683166504,-0.26332592964172363,0.24063122272491455,-0.42832526564598083,0.25464046001434326,-0.6284016668796539,0.3581695556640625,-0.5685194134712219,0.3801490068435669,-0.4564169645309448,0.15280058979988098,-0.45224130153656006,0.151445209980011,-0.687045693397522,0.2807917594909668,-0.6254226267337799,0.3104270100593567,-0.5076200664043427,0.056846290826797485,-0.4539989233016968,0.027660727500915527,-0.6860081851482391,0.15865293145179749,-0.6382744014263153,0.19562578201293945,-0.5303349196910858,-0.05007809400558472,-0.4244897961616516,-0.07286246120929718,-0.6303540766239166,0.024269402027130127,-0.6186897158622742,0.07227316498756409,-0.5316088795661926
S,0.0,0.0,0.2192314863204956,-0.1214151382446289,0.31652531027793884,-0.27950865030288696,0.43132284283638,-0.38460463285446167,0.5721963346004486,-0.44405579566955566,0.05096575617790222,-0.4419870376586914,0.17621639370918274,-0.615499809384346,0.319051057100296,-0.5307413935661316,0.35653695464134216,-0.4125503897666931,-0.008124709129333496,-0.4322706460952759,0.14555510878562927,-0.6508300751447678,0.31301847100257874,-0.5495626926422119,0.3534049689769745,-0.4298735558986664,-0.027340739965438843,-0.40219661593437195,0.12911483645439148,-0.6383180022239685,0.293514221906662,-0.5430529564619064,0.32279905676841736,-0.4424474835395813,-0.013829261064529419,-0.3521585762500763,0.15418726205825806,-0.5134734809398651,0.2800932228565216,-0.4680434763431549,0.3105156123638153,-0.4060102105140686
K,0.0,0.0,0.06500756740570068,-0.11998248100280762,0.03414499759674072,-0.28060615062713623,-0.047003716230392456,-0.37176787853240967,-0.11016309261322021,-0.46416932344436646,-0.18185672163963318,-0.3956499397754669,-0.18883126974105835,-0.5290282964706421,-0.21405595541000366,-0.6409645080566406,-0.22906741499900818,-0.7417891621589661,-0.29308171570301056,-0.33795109391212463,-0.09028014540672302,-0.3803330659866333,0.05598527193069458,-0.3497135043144226,0.14093631505966187,-0.33404409885406494,-0.34959617257118225,-0.2368561029434204,-0.11260244250297546,-0.2680782079696655,-0.036099374294281006,-0.19453102350234985,-0.03290063142776489,-0.1563681960105896,-0.35941167175769806,-0.11810046434402466,-0.16442367434501648,-0.16549527645111084,-0.09062314033508301,-0.13183820247650146,-0.08877235651016235,-0.1150435209274292
P,0.0,0.0,0.17003673315048218,-0.053181469440460205,0.3143008351325989,-0.1232195496559143,0.4220426082611084,-0.18004876375198364,0.5168672800064087,-0.24541404843330383,0.3639274537563324,-0.30789729952812195,0.5418622493743896,-0.41148075461387634,0.6560813188552856,-0.5108977556228638,0.7574607729911804,-0.5946173667907715,0.27501124143600464,-0.3066485524177551,0.4960566759109497,-0.08412611484527588,0.585175633430481,0.02824223041534424,0.6573581695556641,0.10137760639190674,0.1964414119720459,-0.22731566429138184,0.35906729102134705,0.006577014923095703,0.2836940288543701,-0.0031968355178833008,0.2171560823917389,-0.04787850379943848,0.12321476638317108,-0.12020140886306763,0.2679283618927002,0.0647132396697998,0.21841847896575928,0.06938356161117554,0.165692538022995,0.030161380767822266
H,0.0,0.0,0.20299670100212097,-0.06733101606369019,0.3386933505535126,-0.20880013704299927,0.4614211618900299,-0.30890899896621704,0.5704965889453888,-0.34870612621307373,0.17618033289909363,-0.3777320384979248,0.25522124767303467,-0.5868157744407654,0.28630325198173523,-0.7014546692371368,0.29386863112449646,-0.7938496172428131,0.07365831732749939,-0.3994864821434021,0.308672696352005,-0.5065740644931793,0.42982134222984314,-0.42444664239883423,0.4850289523601532,-0.34384459257125854,-0.0074002742767333984,-0.39849722385406494,0.14807924628257751,-0.5715336501598358,0.21679753065109253,-0.5704457461833954,0.2360634207725525,-0.5525091588497162,-0.062236905097961426,-0.3769341707229614,-0.061133384704589844,-0.585591048002243,-0.08618956804275513,-0.7095055431127548,-0.12317231297492981,-0.8197107315063477
Y,0.0,0.0,0.17288818955421448,-0.0945587158203125,0.29035112261772156,-0.29463446140289307,0.3619440495967865,-0.45520955324172974,0.44674310088157654,-0.5297440886497498,0.09171101450920105,-0.41424453258514404,0.07588186860084534,-0.531816691160202,0.08259949088096619,-0.39048686623573303,0.09274402260780334,-0.29149293899536133,-0.012677997350692749,-0.3932642638683319,-0.03421884775161743,-0.4792003333568573,-0.007787734270095825,-0.31348657608032227,0.016363799571990967,-0.21437549591064453,-0.10749402642250061,-0.36760348081588745,-0.1370309591293335,-0.461230993270874,-0.08805632591247559,-0.3042181134223938,-0.05049833655357361,-0.1968897581100464,-0.2000785768032074,-0.34461289644241333,-0.2554558366537094,-0.5096556842327118,-0.2919585108757019,-0.6102896630764008,-0.3248441219329834,-0.7089025974273682
Y,0.0,0.0,0.15720295906066895,-0.08869373798370361,0.27415192127227783,-0.28596776723861694,0.3484066128730774,-0.45189428329467773,0.435774564743042,-0.5355350971221924,0.08228492736816406,-0.41903942823410034,0.05679064989089966,-0.5392599105834961,0.0677642822265625,-0.4007190465927124,0.08299970626831055,-0.2955334186553955,-0.021900147199630737,-0.4018564820289612,-0.04640266299247742,-0.49068698287010193,-0.01563847064971924,-0.3289598226547241,0.011040270328521729,-0.2244870662689209,-0.11543497443199158,-0.3786652684211731,-0.14774399995803833,-0.4733743667602539,-0.09974351525306702,-0.3206895589828491,-0.05961406230926514,-0.20850026607513428,-0.20462223887443542,-0.3538881540298462,-0.26268061995506287,-0.5106078088283539,-0.30381810665130615,-0.6076488345861435,-0.34137868881225586,-0.7005621045827866
H,0.0,0.0,-0.02420651912689209,-0.1614508032798767,0.018086254596710205,-0.33575159311294556,0.09630993008613586,-0.484345942735672,0.14351743459701538,-0.5989716649055481,-0.11695033311843872,-0.4343012273311615,-0.12342217564582825,-0.6228926181793213,-0.16110873222351074,-0.7520001828670502,-0.2101011872291565,-0.8425427079200745,-0.05186408758163452,-0.42665958404541016,0.1607031226158142,-0.5345247387886047,0.27396726608276367,-0.46751856803894043,0.31343597173690796,-0.41283899545669556,0.03861516714096069,-0.3900489807128906,0.2551618218421936,-0.5058320462703705,0.372450590133667,-0.44884830713272095,0.4047204852104187,-0.39865362644195557,0.14987164735794067,-0.34426790475845337,0.17580920457839966,-0.5456480383872986,0.16424691677093506,-0.6663118600845337,0.1309221088886261,-0.7687312066555023
Y,0.0,0.0,0.19865044951438904,-0.07107281684875488,0.361682265996933,-0.263339102268219,0.4735792577266693,-0.4156567454338074,0.5868550837039948,-0.4734886586666107,0.1719914972782135,-0.44697439670562744,0.1869840919971466,-0.5681917071342468,0.17634472250938416,-0.4211006164550781,0.16680040955543518,-0.30964410305023193,0.056062906980514526,-0.45353955030441284,0.06661376357078552,-0.54379802942276,0.06816500425338745,-0.36551880836486816,0.06857359409332275,-0.259305477142334,-0.05318763852119446,-0.44230252504348755,-0.05078592896461487,-0.5383651852607727,-0.023338764905929565,-0.3522989749908447,-0.007129698991775513,-0.22013264894485474,-0.15744712948799133,-0.42653384804725647,-0.17778024077415466,-0.6282640099525452,-0.19508570432662964,-0.7525080591440201,-0.2126648724079132,-0.8685932159423828
R,0.0,0.0,0.19703474640846252,-0.12480336427688599,0.305160790681839,-0.22783857583999634,0.3769718110561371,-0.31129300594329834,0.39224180579185486,-0.3513863682746887,0.11513453722000122,-0.47248393297195435,0.14425885677337646,-0.6144943833351135,0.16830557584762573,-0.7237474024295807,0.15049850940704346,-0.8162276148796082,0.04124245047569275,-0.4461714029312134,0.13282212615013123,-0.6059621572494507,0.15549522638320923,-0.7115986347198486,0.1344415247440338,-0.8299732208251953,-0.025535285472869873,-0.3958987593650818,0.1838153600692749,-0.44616639614105225,0.24458906054496765,-0.3012750744819641,0.2192382514476776,-0.22402626276016235,-0.06116843223571777,-0.331814706325531,0.16423067450523376,-0.3555944561958313,0.24846026301383972,-0.2862743139266968,0.2410506308078766,-0.23974978923797607
S,0.0,0.0,0.19545553624629974,-0.05751127004623413,0.32722242176532745,-0.15229326486587524,0.4707910567522049,-0.22152045369148254,0.6210438162088394,-0.27550530433654785,0.1603076010942459,-0.37664732336997986,0.31775666773319244,-0.4016270339488983,0.3690388351678848,-0.3014034330844879,0.34743984043598175,-0.22286927700042725,0.10605110228061676,-0.3845193088054657,0.31360574066638947,-0.38770441710948944,0.3555929809808731,-0.27787548303604126,0.3264746218919754,-0.21635699272155762,0.06883485615253448,-0.360741451382637,0.28188611567020416,-0.3488743454217911,0.3072385936975479,-0.23514407873153687,0.2634657174348831,-0.18172577023506165,0.04939432442188263,-0.3111170530319214,0.22632186114788055,-0.30407942831516266,0.26701827347278595,-0.21997874975204468,0.24515779316425323,-0.1667855978012085
S,0.0,0.0,-0.19556543231010437,-0.17731821537017822,-0.27259722352027893,-0.36968302726745605,-0.36896878480911255,-0.5161362886428833,-0.49907299876213074,-0.5948337912559509,0.1145814061164856,-0.4817907512187958,-0.04662752151489258,-0.7054287195205688,-0.2154771387577057,-0.6612647473812103,-0.26893407106399536,-0.5622204542160034,0.1602610945701599,-0.46482914686203003,-0.028295576572418213,-0.7235280424356461,-0.2274629771709442,-0.6731303334236145,-0.277804970741272,-0.5838516652584076,0.14739596843719482,-0.4251224994659424,-0.011091828346252441,-0.7090223133563995,-0.20901259779930115,-0.6683021783828735,-0.26306626200675964,-0.5821169912815094,0.07679194211959839,-0.37376755475997925,-0.06695598363876343,-0.589361846446991,-0.21551519632339478,-0.5747295618057251,-0.26303720474243164,-0.5039103329181671
